frecuencia,potencia
0.004,1270136.0825473107
0.004196196196196197,2872127.983150333
0.004392392392392392,1438086.4209967619
0.004588588588588589,10012.972848583066
0.004784784784784785,593507.4528424935
0.004980980980980982,3386564.972610809
0.005177177177177177,300054.2815781761
0.005373373373373374,379613.7758470007
0.00556956956956957,1338982.4306890531
0.005765765765765766,894805.5931367854
0.005961961961961962,2303498.6206011325
0.006158158158158159,16714.07055249842
0.0063543543543543544,787410.6312367687
0.006550550550550551,4794360.161312917
0.006746746746746747,2086835.9909597156
0.006942942942942943,396438.78261409537
0.0071391391391391395,449091.4365035636
0.007335335335335336,545636.16402191
0.007531531531531532,1082027.9651110847
0.007727727727727728,4597476.965683267
0.007923923923923925,297168.4028498009
0.00812012012012012,13836.034096947176
0.008316316316316318,1518968.7551996834
0.008512512512512513,317495.43119832757
0.008708708708708709,1065220.7828102435
0.008904904904904906,17194.97293953229
0.009101101101101102,10036779.709435372
0.009297297297297297,402462.9315863728
0.009493493493493495,1028600.3699131643
0.00968968968968969,27268.1012522094
0.009885885885885886,2364163.1084633153
0.010082082082082083,542751.7707938495
0.010278278278278279,2605421.3202981176
0.010474474474474475,10235675.94601769
0.010670670670670672,1537437.0783038188
0.010866866866866868,2240675.166868847
0.011063063063063063,1241651.579799682
0.01125925925925926,1375048.4986382301
0.011455455455455456,907061.5386289747
0.011651651651651652,1625919.246366159
0.011847847847847849,3095397.709994551
0.012044044044044045,301972.56686233194
0.01224024024024024,474921.8778957856
0.012436436436436438,559262.6714138327
0.012632632632632633,286469.94649344735
0.012828828828828829,179445.9949408707
0.013025025025025026,2108612.622474869
0.013221221221221222,2813666.165034066
0.013417417417417418,176538.48860194997
0.013613613613613615,2604726.5177187845
0.01380980980980981,1941648.2241168255
0.014006006006006008,204118.65452404742
0.014202202202202203,146406.0849549282
0.014398398398398399,520333.8988957448
0.014594594594594596,3961379.3390843878
0.014790790790790792,167184.28231719404
0.014986986986986988,908576.5090421453
0.015183183183183185,362147.6009640277
0.01537937937937938,555358.2597634841
0.015575575575575576,198173.53548915687
0.015771771771771775,7041483.428714046
0.01596796796796797,1102229.0215962774
0.016164164164164163,765245.8276548584
0.016360360360360364,1016011.7665177387
0.016556556556556558,116336.47593807103
0.01675275275275275,1879328.8385359757
0.016948948948948953,1410615.584465456
0.017145145145145146,2631767.369335744
0.01734134134134134,1147860.3947951947
0.01753753753753754,605544.6895772666
0.017733733733733735,3004.078319315813
0.01792992992992993,100903.31337391533
0.01812612612612613,1891653.7942215786
0.018322322322322324,216092.59849429288
0.018518518518518517,606341.1992519966
0.01871471471471472,277637.48869547364
0.018910910910910912,943100.6604949804
0.019107107107107106,208319.74595981048
0.019303303303303307,188628.44384044688
0.0194994994994995,883383.6217876989
0.019695695695695698,1301028.474577569
0.019891891891891892,720766.9983846967
0.02008808808808809,935729.7230855098
0.020284284284284287,1046291.276089608
0.02048048048048048,291508.3057404328
0.020676676676676678,275318.25968725554
0.020872872872872875,763301.7396881644
0.02106906906906907,2589793.394620785
0.021265265265265267,1508759.762482804
0.021461461461461464,882292.9502742251
0.021657657657657658,584722.6501143522
0.021853853853853855,797884.721400091
0.022050050050050053,1287698.082794108
0.022246246246246246,76912.83221339315
0.022442442442442444,3367333.6976093315
0.02263863863863864,3113862.8844235432
0.022834834834834835,1424416.7233169316
0.023031031031031032,94479.80323345112
0.02322722722722723,379502.95223891916
0.023423423423423427,1077382.1989118324
0.02361961961961962,535810.5537947682
0.02381581581581582,234397.31697582404
0.024012012012012016,271888.1205863556
0.02420820820820821,160716.45274951856
0.024404404404404407,93913.24701394643
0.024600600600600604,572352.7327766102
0.024796796796796798,1028179.3749216306
0.024992992992992995,2379761.875758024
0.025189189189189193,574633.4882164603
0.025385385385385387,2123236.7263244307
0.025581581581581584,1387068.1404152177
0.02577777777777778,872504.5047122962
0.025973973973973975,33757.11733335703
0.026170170170170173,557457.1147513203
0.02636636636636637,999731.9739845595
0.026562562562562564,1256867.851670866
0.02675875875875876,19185.47981335384
0.02695495495495496,175253.06648324316
0.027151151151151152,254952.6502176222
0.02734734734734735,492619.04319739953
0.027543543543543547,173259.02229859369
