frecuencia,potencia
0.0016666666666666668,376112.1092261739
0.001692894611349547,755797.4896855478
0.0017191225560324274,10602.247505257477
0.0017453505007153077,1525412.2650991147
0.001771578445398188,444117.28925425315
0.0017978063900810682,1392966.7717725143
0.0018240343347639485,534241.9336471255
0.0018502622794468288,503434.1091111046
0.0018764902241297091,649523.495220026
0.0019027181688125894,1608771.7656942785
0.00192894611349547,221077.88662584353
0.0019551740581783502,188845.86584103876
0.0019814020028612305,186761.71870627266
0.002007629947544111,233056.50769589358
0.002033857892226991,2343346.900300064
0.0020600858369098714,430591.9214727178
0.0020863137815927517,1352353.4193359187
0.002112541726275632,2333494.9387077554
0.0021387696709585123,2911021.5222219573
0.0021649976156413926,879848.3942581317
0.002191225560324273,160666.45747648398
0.002217453505007153,796062.3031173361
0.0022436814496900334,634878.6175552865
0.0022699093943729137,1878.8632622129667
0.002296137339055794,306003.18635698006
0.0023223652837386743,2093310.9450744877
0.0023485932284215546,615184.0802534898
0.002374821173104435,1927511.2147840892
0.002401049117787315,830499.2029591501
0.0024272770624701955,798297.061795356
0.002453505007153076,3380611.1952408734
0.002479732951835956,279981.4771970223
0.0025059608965188364,82860.35094455538
0.0025321888412017167,489273.4916563003
0.002558416785884597,1374982.3996136747
0.0025846447305674773,881444.7851824788
0.0026108726752503576,1711598.868694427
0.002637100619933238,2393162.832783972
0.002663328564616118,855557.9266083242
0.002689556509298999,1732844.5625951386
0.0027157844539818787,1586552.486108634
0.0027420123986647595,1208982.3060030574
0.0027682403433476393,97152.43029730025
0.00279446828803052,1325339.2103695064
0.0028206962327134,915276.0494887131
0.0028469241773962806,36791.49951320167
0.0028731521220791605,369001.85995540005
0.0028993800667620412,1457631.79660123
0.002925608011444921,1090511.2382693079
0.002951835956127802,2136624.8476865953
0.0029780639008106817,3314331.6158022424
0.0030042918454935624,24082.996678102416
0.0030305197901764423,1681951.522385877
0.003056747734859323,851134.8029693748
0.0030829756795422033,439621.8575804017
0.0031092036242250836,1315315.6296233314
0.003135431568907964,676351.0915903063
0.003161659513590844,34013.20637004432
0.0031878874582737244,6292259.66388078
0.0032141154029566047,2583329.134905128
0.003240343347639485,1762422.4081394428
0.0032665712923223653,475411.83652204054
0.0032927992370052456,632834.3663237628
0.003319027181688126,585927.6408498833
0.003345255126371006,856563.8934732621
0.0033714830710538865,268562.21103877714
0.003397711015736767,414475.2586779283
0.003423938960419647,675179.1020500684
0.0034501669051025274,3488064.754527705
0.0034763948497854077,275424.3165945711
0.003502622794468288,510864.4272511062
0.0035288507391511683,515411.13643375994
0.0035550786838340486,26103.527719887064
0.003581306628516929,1175251.56808163
0.003607534573199809,2124639.0631109388
0.0036337625178826894,937006.7020609136
0.00365999046256557,1632962.3901476986
0.00368621840724845,2536006.973492801
0.0037124463519313308,1007777.0736698668
0.0037386742966142106,1871112.06911004
0.0037649022412970913,1263407.9945074625
0.003791130185979971,1090023.9048634074
0.003817358130662852,1368435.6282415546
0.003843586075345732,159535.33915578548
0.0038698140200286125,367780.19139097154
0.0038960419647114924,870754.8810829323
0.003922269909394373,54672.52081368308
0.003948497854077253,878552.9467995487
0.003974725798760134,3361217.6925332337
0.0040009537434430135,2612853.0177669767
0.004027181688125894,1539812.3094144333
0.004053409632808774,1270745.4462510445
0.004079637577491655,222767.19739830281
0.004105865522174535,1552578.5617181587
0.0041320934668574155,2169451.6657332503
0.004158321411540295,313916.7256862861
0.004184549356223176,1419850.0012632816
0.004210777300906056,400120.6127312248
0.004237005245588937,2575276.736149957
0.0042632331902718165,2713698.276142897
0.004289461134954697,870667.1307757255
0.004315689079637577,518230.9533626235
0.004341917024320458,289363.47917947115
0.004368144969003338,667548.5161753149
0.004394372913686218,308805.9959857208
0.004420600858369098,1440975.3868276027
0.004446828803051979,3081306.4658933897
0.00447305674773486,1598722.0587221712
0.0044992846924177396,1428368.2645017128
0.00452551263710062,331624.0673859345
0.0045517405817835,462753.0265423668
0.004577968526466381,106329.80761488006
0.004604196471149261,176428.5101388424
0.0046304244158321415,2478406.993618646
0.004656652360515021,38300.90216410457
0.004682880305197902,176479.8970277025
0.004709108249880782,689536.2344943675
0.004735336194563663,1662857.5138340848
0.0047615641392465425,123350.55890390654
0.004787792083929423,343762.0586286613
0.004814020028612303,673784.9694090255
0.004840247973295184,2664138.0071674883
